จังหวัด,เดือน,ปี,Price_Index
ยะลา,Sep,2566,100.3
นราธิวาส,Sep,2566,100.3
สมุทรปราการ,Oct,2566,100.2
นนทบุรี,Oct,2566,100.2
ปทุมธานี,Oct,2566,99.9
พระนครศรีอยุธยา,Oct,2566,100.2
อ่างทอง,Oct,2566,98.2
ลพบุรี,Oct,2566,99.9
สิงห์บุรี,Oct,2566,99.7
ชัยนาท,Oct,2566,100.0
สระบุรี,Oct,2566,99.9
ชลบุรี,Oct,2566,100.1
ระยอง,Oct,2566,100.0
จันทบุรี,Oct,2566,99.6
ตราด,Oct,2566,99.9
ฉะเชิงเทรา,Oct,2566,100.0
ปราจีนบุรี,Oct,2566,99.9
นครนายก,Oct,2566,99.6
สระแก้ว,Oct,2566,99.8
นครราชสีมา,Oct,2566,99.9
บุรีรัมย์,Oct,2566,99.8
สุรินทร์,Oct,2566,99.8
ศรีสะเกษ,Oct,2566,100.1
อุบลราชธานี,Oct,2566,100.0
ยโสธร,Oct,2566,100.7
ชัยภูมิ,Oct,2566,99.7
อำนาจเจริญ,Oct,2566,100.0
บึงกาฬ,Oct,2566,100.7
หนองบัวลำภู,Oct,2566,100.2
ขอนแก่น,Oct,2566,99.7
อุดรธานี,Oct,2566,99.7
เลย,Oct,2566,100.5
หนองคาย,Oct,2566,100.0
มหาสารคาม,Oct,2566,100.6
ร้อยเอ็ด,Oct,2566,99.7
กาฬสินธุ์,Oct,2566,100.3
สกลนคร,Oct,2566,100.1
นครพนม,Oct,2566,100.6
มุกดาหาร,Oct,2566,100.0
เชียงใหม่,Oct,2566,100.0
ลำพูน,Oct,2566,100.4
ลำปาง,Oct,2566,100.1
อุตรดิตถ์,Oct,2566,99.8
แพร่,Oct,2566,99.8
น่าน,Oct,2566,100.8
พะเยา,Oct,2566,100.5
เชียงราย,Oct,2566,100.0
แม่ฮ่องสอน,Oct,2566,99.9
นครสวรรค์,Oct,2566,99.4
อุทัยธานี,Oct,2566,99.4
กำแพงเพชร,Oct,2566,100.1
ตาก,Oct,2566,99.5
สุโขทัย,Oct,2566,99.5
พิษณุโลก,Oct,2566,99.9
พิจิตร,Oct,2566,99.6
เพชรบูรณ์,Oct,2566,99.4
ราชบุรี,Oct,2566,99.9
กาญจนบุรี,Oct,2566,99.9
สุพรรณบุรี,Oct,2566,99.9
นครปฐม,Oct,2566,99.8
สมุทรสาคร,Oct,2566,99.6
สมุทรสงคราม,Oct,2566,99.8
เพชรบุรี,Oct,2566,100.2
ประจวบคีรีขันธ์,Oct,2566,99.8
นครศรีธรรมราช,Oct,2566,99.5
กระบี่,Oct,2566,100.0
พังงา,Oct,2566,99.6
ภูเก็ต,Oct,2566,100.1
สุราษฎร์ธานี,Oct,2566,100.2
ระนอง,Oct,2566,99.3
ชุมพร,Oct,2566,99.9
สงขลา,Oct,2566,99.8
สตูล,Oct,2566,100.0
ตรัง,Oct,2566,100.1
พัทลุง,Oct,2566,99.3
ปัตตานี,Oct,2566,99.9
ยะลา,Oct,2566,99.5
นราธิวาส,Oct,2566,100.7
สมุทรปราการ,Nov,2566,100.0
นนทบุรี,Nov,2566,99.8
ปทุมธานี,Nov,2566,99.9
พระนครศรีอยุธยา,Nov,2566,100.1
อ่างทอง,Nov,2566,98.3
ลพบุรี,Nov,2566,99.6
สิงห์บุรี,Nov,2566,99.6
ชัยนาท,Nov,2566,99.5
สระบุรี,Nov,2566,99.6
ชลบุรี,Nov,2566,99.8
ระยอง,Nov,2566,99.5
จันทบุรี,Nov,2566,99.4
ตราด,Nov,2566,99.7
ฉะเชิงเทรา,Nov,2566,99.8
ปราจีนบุรี,Nov,2566,99.6
นครนายก,Nov,2566,99.6
สระแก้ว,Nov,2566,100.2
นครราชสีมา,Nov,2566,100.2
บุรีรัมย์,Nov,2566,98.9
สุรินทร์,Nov,2566,100.1
ศรีสะเกษ,Nov,2566,100.1
อุบลราชธานี,Nov,2566,99.6
ยโสธร,Nov,2566,100.6
ชัยภูมิ,Nov,2566,99.7
อำนาจเจริญ,Nov,2566,99.4
บึงกาฬ,Nov,2566,100.4
หนองบัวลำภู,Nov,2566,100.0
ขอนแก่น,Nov,2566,99.2
อุดรธานี,Nov,2566,99.6
เลย,Nov,2566,99.5
หนองคาย,Nov,2566,99.9
มหาสารคาม,Nov,2566,100.6
ร้อยเอ็ด,Nov,2566,99.4
กาฬสินธุ์,Nov,2566,100.0
สกลนคร,Nov,2566,101.0
นครพนม,Nov,2566,100.4
มุกดาหาร,Nov,2566,99.7
เชียงใหม่,Nov,2566,99.7
ลำพูน,Nov,2566,99.6
ลำปาง,Nov,2566,99.7
อุตรดิตถ์,Nov,2566,99.3
แพร่,Nov,2566,99.3
น่าน,Nov,2566,100.5
พะเยา,Nov,2566,100.5
เชียงราย,Nov,2566,99.8
แม่ฮ่องสอน,Nov,2566,99.6
นครสวรรค์,Nov,2566,99.3
อุทัยธานี,Nov,2566,99.3
กำแพงเพชร,Nov,2566,99.9
ตาก,Nov,2566,99.6
สุโขทัย,Nov,2566,99.3
พิษณุโลก,Nov,2566,99.7
พิจิตร,Nov,2566,99.3
เพชรบูรณ์,Nov,2566,99.3
ราชบุรี,Nov,2566,99.5
กาญจนบุรี,Nov,2566,99.8
สุพรรณบุรี,Nov,2566,99.5
นครปฐม,Nov,2566,99.6
สมุทรสาคร,Nov,2566,99.6
สมุทรสงคราม,Nov,2566,99.8
เพชรบุรี,Nov,2566,100.0
ประจวบคีรีขันธ์,Nov,2566,99.5
นครศรีธรรมราช,Nov,2566,99.4
กระบี่,Nov,2566,99.7
พังงา,Nov,2566,99.2
ภูเก็ต,Nov,2566,99.6
สุราษฎร์ธานี,Nov,2566,99.8
ระนอง,Nov,2566,99.0
ชุมพร,Nov,2566,99.7
สงขลา,Nov,2566,99.7
สตูล,Nov,2566,99.5
ตรัง,Nov,2566,99.4
พัทลุง,Nov,2566,99.1
ปัตตานี,Nov,2566,99.7
ยะลา,Nov,2566,99.6
นราธิวาส,Nov,2566,100.2
สมุทรปราการ,Dec,2566,99.5
นนทบุรี,Dec,2566,99.5
ปทุมธานี,Dec,2566,99.4
พระนครศรีอยุธยา,Dec,2566,99.5
อ่างทอง,Dec,2566,98.3
ลพบุรี,Dec,2566,99.3
สิงห์บุรี,Dec,2566,99.2
ชัยนาท,Dec,2566,98.7
สระบุรี,Dec,2566,99.2
ชลบุรี,Dec,2566,99.7
ระยอง,Dec,2566,99.1
จันทบุรี,Dec,2566,99.1
ตราด,Dec,2566,99.3
ฉะเชิงเทรา,Dec,2566,99.3
ปราจีนบุรี,Dec,2566,99.3
นครนายก,Dec,2566,99.1
สระแก้ว,Dec,2566,100.0
นครราชสีมา,Dec,2566,99.6
บุรีรัมย์,Dec,2566,98.6
สุรินทร์,Dec,2566,99.8
ศรีสะเกษ,Dec,2566,99.4
อุบลราชธานี,Dec,2566,99.1
ยโสธร,Dec,2566,98.6
ชัยภูมิ,Dec,2566,99.3
อำนาจเจริญ,Dec,2566,99.0
บึงกาฬ,Dec,2566,100.1
หนองบัวลำภู,Dec,2566,99.7
ขอนแก่น,Dec,2566,98.8
อุดรธานี,Dec,2566,99.4
เลย,Dec,2566,98.9
หนองคาย,Dec,2566,99.4
มหาสารคาม,Dec,2566,100.4
ร้อยเอ็ด,Dec,2566,99.0
กาฬสินธุ์,Dec,2566,99.4
สกลนคร,Dec,2566,101.3
นครพนม,Dec,2566,99.5
มุกดาหาร,Dec,2566,99.3
เชียงใหม่,Dec,2566,99.5
ลำพูน,Dec,2566,99.2
ลำปาง,Dec,2566,99.2
อุตรดิตถ์,Dec,2566,98.8
แพร่,Dec,2566,99.0
น่าน,Dec,2566,99.7
พะเยา,Dec,2566,99.9
เชียงราย,Dec,2566,99.4
แม่ฮ่องสอน,Dec,2566,99.6
นครสวรรค์,Dec,2566,98.9
อุทัยธานี,Dec,2566,99.0
กำแพงเพชร,Dec,2566,99.4
ตาก,Dec,2566,98.8
สุโขทัย,Dec,2566,98.8
พิษณุโลก,Dec,2566,99.2
พิจิตร,Dec,2566,98.8
เพชรบูรณ์,Dec,2566,99.2
ราชบุรี,Dec,2566,99.2
กาญจนบุรี,Dec,2566,99.5
สุพรรณบุรี,Dec,2566,99.0
นครปฐม,Dec,2566,99.4
สมุทรสาคร,Dec,2566,99.3
สมุทรสงคราม,Dec,2566,99.3
เพชรบุรี,Dec,2566,99.5
ประจวบคีรีขันธ์,Dec,2566,99.2
นครศรีธรรมราช,Dec,2566,98.9
กระบี่,Dec,2566,99.2
พังงา,Dec,2566,98.7
ภูเก็ต,Dec,2566,99.2
สุราษฎร์ธานี,Dec,2566,99.4
ระนอง,Dec,2566,98.4
ชุมพร,Dec,2566,99.3
สงขลา,Dec,2566,99.2
สตูล,Dec,2566,99.2
ตรัง,Dec,2566,99.0
พัทลุง,Dec,2566,98.8
ปัตตานี,Dec,2566,99.4
ยะลา,Dec,2566,99.5
นราธิวาส,Dec,2566,99.0
สมุทรปราการ,Jan,2567,99.6
นนทบุรี,Jan,2567,99.6
ปทุมธานี,Jan,2567,99.3
พระนครศรีอยุธยา,Jan,2567,99.5
อ่างทอง,Jan,2567,98.3
ลพบุรี,Jan,2567,99.3
สิงห์บุรี,Jan,2567,99.2
ชัยนาท,Jan,2567,98.8
สระบุรี,Jan,2567,99.4
ชลบุรี,Jan,2567,99.5
ระยอง,Jan,2567,99.4
จันทบุรี,Jan,2567,99.0
ตราด,Jan,2567,99.3
ฉะเชิงเทรา,Jan,2567,99.3
ปราจีนบุรี,Jan,2567,99.3
นครนายก,Jan,2567,99.2
สระแก้ว,Jan,2567,99.9
นครราชสีมา,Jan,2567,99.5
บุรีรัมย์,Jan,2567,98.4
สุรินทร์,Jan,2567,99.4
ศรีสะเกษ,Jan,2567,99.2
อุบลราชธานี,Jan,2567,99.1
ยโสธร,Jan,2567,98.7
ชัยภูมิ,Jan,2567,99.4
อำนาจเจริญ,Jan,2567,99.1
บึงกาฬ,Jan,2567,100.2
หนองบัวลำภู,Jan,2567,99.6
ขอนแก่น,Jan,2567,98.6
อุดรธานี,Jan,2567,99.5
เลย,Jan,2567,98.7
หนองคาย,Jan,2567,99.3
มหาสารคาม,Jan,2567,100.1
ร้อยเอ็ด,Jan,2567,98.9
กาฬสินธุ์,Jan,2567,99.4
สกลนคร,Jan,2567,101.4
นครพนม,Jan,2567,99.1
มุกดาหาร,Jan,2567,99.2
เชียงใหม่,Jan,2567,99.3
ลำพูน,Jan,2567,99.0
ลำปาง,Jan,2567,99.1
อุตรดิตถ์,Jan,2567,98.8
แพร่,Jan,2567,98.8
น่าน,Jan,2567,99.3
พะเยา,Jan,2567,99.9
เชียงราย,Jan,2567,99.4
แม่ฮ่องสอน,Jan,2567,99.7
นครสวรรค์,Jan,2567,98.9
อุทัยธานี,Jan,2567,98.9
กำแพงเพชร,Jan,2567,99.4
ตาก,Jan,2567,99.1
สุโขทัย,Jan,2567,99.3
พิษณุโลก,Jan,2567,99.3
พิจิตร,Jan,2567,98.6
เพชรบูรณ์,Jan,2567,99.3
ราชบุรี,Jan,2567,99.4
กาญจนบุรี,Jan,2567,99.7
สุพรรณบุรี,Jan,2567,99.0
นครปฐม,Jan,2567,99.5
สมุทรสาคร,Jan,2567,99.5
สมุทรสงคราม,Jan,2567,99.4
เพชรบุรี,Jan,2567,99.5
ประจวบคีรีขันธ์,Jan,2567,99.3
นครศรีธรรมราช,Jan,2567,98.6
กระบี่,Jan,2567,99.4
พังงา,Jan,2567,98.8
ภูเก็ต,Jan,2567,99.3
สุราษฎร์ธานี,Jan,2567,99.4
ระนอง,Jan,2567,98.7
ชุมพร,Jan,2567,99.4
สงขลา,Jan,2567,99.2
สตูล,Jan,2567,99.2
ตรัง,Jan,2567,99.1
พัทลุง,Jan,2567,99.0
ปัตตานี,Jan,2567,99.3
ยะลา,Jan,2567,99.7
นราธิวาส,Jan,2567,98.6
สมุทรปราการ,Feb,2567,99.9
นนทบุรี,Feb,2567,99.9
ปทุมธานี,Feb,2567,99.8
พระนครศรีอยุธยา,Feb,2567,99.7
อ่างทอง,Feb,2567,98.8
ลพบุรี,Feb,2567,99.4
สิงห์บุรี,Feb,2567,99.6
ชัยนาท,Feb,2567,99.2
สระบุรี,Feb,2567,99.4
ชลบุรี,Feb,2567,99.8
ระยอง,Feb,2567,99.4
จันทบุรี,Feb,2567,99.4
ตราด,Feb,2567,99.5
ฉะเชิงเทรา,Feb,2567,99.5
ปราจีนบุรี,Feb,2567,99.5
นครนายก,Feb,2567,99.6
สระแก้ว,Feb,2567,100.0
นครราชสีมา,Feb,2567,99.7
บุรีรัมย์,Feb,2567,98.6
สุรินทร์,Feb,2567,99.9
ศรีสะเกษ,Feb,2567,99.0
อุบลราชธานี,Feb,2567,99.2
ยโสธร,Feb,2567,98.6
ชัยภูมิ,Feb,2567,99.5
อำนาจเจริญ,Feb,2567,99.2
บึงกาฬ,Feb,2567,100.6
หนองบัวลำภู,Feb,2567,99.7
ขอนแก่น,Feb,2567,98.7
อุดรธานี,Feb,2567,99.6
เลย,Feb,2567,98.9
หนองคาย,Feb,2567,99.6
มหาสารคาม,Feb,2567,100.2
ร้อยเอ็ด,Feb,2567,99.1
กาฬสินธุ์,Feb,2567,99.3
สกลนคร,Feb,2567,102.2
นครพนม,Feb,2567,99.1
มุกดาหาร,Feb,2567,99.4
เชียงใหม่,Feb,2567,99.4
ลำพูน,Feb,2567,99.5
ลำปาง,Feb,2567,99.3
อุตรดิตถ์,Feb,2567,98.8
แพร่,Feb,2567,99.1
น่าน,Feb,2567,99.4
พะเยา,Feb,2567,100.3
เชียงราย,Feb,2567,99.7
แม่ฮ่องสอน,Feb,2567,99.7
นครสวรรค์,Feb,2567,98.7
อุทัยธานี,Feb,2567,99.4
กำแพงเพชร,Feb,2567,99.4
ตาก,Feb,2567,99.2
สุโขทัย,Feb,2567,99.1
พิษณุโลก,Feb,2567,99.4
พิจิตร,Feb,2567,99.1
เพชรบูรณ์,Feb,2567,99.7
ราชบุรี,Feb,2567,99.5
กาญจนบุรี,Feb,2567,99.9
สุพรรณบุรี,Feb,2567,99.3
นครปฐม,Feb,2567,99.9
สมุทรสาคร,Feb,2567,99.7
สมุทรสงคราม,Feb,2567,99.7
เพชรบุรี,Feb,2567,99.9
ประจวบคีรีขันธ์,Feb,2567,99.7
นครศรีธรรมราช,Feb,2567,98.9
กระบี่,Feb,2567,99.5
พังงา,Feb,2567,99.0
ภูเก็ต,Feb,2567,99.6
สุราษฎร์ธานี,Feb,2567,99.4
ระนอง,Feb,2567,99.1
ชุมพร,Feb,2567,99.5
สงขลา,Feb,2567,99.1
สตูล,Feb,2567,99.6
ตรัง,Feb,2567,99.4
พัทลุง,Feb,2567,99.1
ปัตตานี,Feb,2567,99.7
ยะลา,Feb,2567,100.0
นราธิวาส,Feb,2567,99.6
สมุทรปราการ,Mar,2567,99.6
นนทบุรี,Mar,2567,99.9
ปทุมธานี,Mar,2567,99.9
พระนครศรีอยุธยา,Mar,2567,100.0
อ่างทอง,Mar,2567,98.9
ลพบุรี,Mar,2567,99.4
สิงห์บุรี,Mar,2567,99.6
ชัยนาท,Mar,2567,99.6
สระบุรี,Mar,2567,99.4
ชลบุรี,Mar,2567,100.0
ระยอง,Mar,2567,99.9
จันทบุรี,Mar,2567,99.6
ตราด,Mar,2567,99.5
ฉะเชิงเทรา,Mar,2567,99.7
ปราจีนบุรี,Mar,2567,99.6
นครนายก,Mar,2567,99.5
สระแก้ว,Mar,2567,99.9
นครราชสีมา,Mar,2567,99.9
บุรีรัมย์,Mar,2567,99.0
สุรินทร์,Mar,2567,99.8
ศรีสะเกษ,Mar,2567,98.9
อุบลราชธานี,Mar,2567,99.2
ยโสธร,Mar,2567,99.0
ชัยภูมิ,Mar,2567,99.5
อำนาจเจริญ,Mar,2567,99.4
บึงกาฬ,Mar,2567,100.5
หนองบัวลำภู,Mar,2567,99.6
ขอนแก่น,Mar,2567,98.8
อุดรธานี,Mar,2567,99.6
เลย,Mar,2567,98.9
หนองคาย,Mar,2567,99.7
มหาสารคาม,Mar,2567,100.5
ร้อยเอ็ด,Mar,2567,99.2
กาฬสินธุ์,Mar,2567,99.1
สกลนคร,Mar,2567,103.1
นครพนม,Mar,2567,99.3
มุกดาหาร,Mar,2567,99.5
เชียงใหม่,Mar,2567,99.6
ลำพูน,Mar,2567,99.5
ลำปาง,Mar,2567,99.1
อุตรดิตถ์,Mar,2567,99.0
แพร่,Mar,2567,99.2
น่าน,Mar,2567,99.4
พะเยา,Mar,2567,100.0
เชียงราย,Mar,2567,99.8
แม่ฮ่องสอน,Mar,2567,99.2
นครสวรรค์,Mar,2567,98.9
อุทัยธานี,Mar,2567,99.4
กำแพงเพชร,Mar,2567,99.4
ตาก,Mar,2567,98.8
สุโขทัย,Mar,2567,99.1
พิษณุโลก,Mar,2567,100.0
พิจิตร,Mar,2567,99.1
เพชรบูรณ์,Mar,2567,99.6
ราชบุรี,Mar,2567,99.4
กาญจนบุรี,Mar,2567,100.0
สุพรรณบุรี,Mar,2567,99.4
นครปฐม,Mar,2567,99.8
สมุทรสาคร,Mar,2567,99.7
สมุทรสงคราม,Mar,2567,99.4
เพชรบุรี,Mar,2567,99.8
ประจวบคีรีขันธ์,Mar,2567,99.6
นครศรีธรรมราช,Mar,2567,99.0
กระบี่,Mar,2567,99.7
พังงา,Mar,2567,98.9
ภูเก็ต,Mar,2567,99.8
สุราษฎร์ธานี,Mar,2567,99.3
ระนอง,Mar,2567,99.1
ชุมพร,Mar,2567,99.4
สงขลา,Mar,2567,99.4
สตูล,Mar,2567,99.7
ตรัง,Mar,2567,99.5
พัทลุง,Mar,2567,99.3
ปัตตานี,Mar,2567,99.9
ยะลา,Mar,2567,99.4
นราธิวาส,Mar,2567,99.6
สมุทรปราการ,Apr,2567,100.3
นนทบุรี,Apr,2567,100.5
ปทุมธานี,Apr,2567,100.8
พระนครศรีอยุธยา,Apr,2567,101.2
อ่างทอง,Apr,2567,99.7
ลพบุรี,Apr,2567,100.4
สิงห์บุรี,Apr,2567,100.6
ชัยนาท,Apr,2567,100.5
สระบุรี,Apr,2567,100.3
ชลบุรี,Apr,2567,100.7
ระยอง,Apr,2567,100.5
จันทบุรี,Apr,2567,100.7
ตราด,Apr,2567,100.7
ฉะเชิงเทรา,Apr,2567,100.5
ปราจีนบุรี,Apr,2567,100.5
นครนายก,Apr,2567,100.1
สระแก้ว,Apr,2567,100.8
นครราชสีมา,Apr,2567,100.7
บุรีรัมย์,Apr,2567,100.6
สุรินทร์,Apr,2567,100.9
ศรีสะเกษ,Apr,2567,100.6
อุบลราชธานี,Apr,2567,100.3
ยโสธร,Apr,2567,99.9
ชัยภูมิ,Apr,2567,100.6
อำนาจเจริญ,Apr,2567,100.4
บึงกาฬ,Apr,2567,100.8
หนองบัวลำภู,Apr,2567,100.1
ขอนแก่น,Apr,2567,99.8
อุดรธานี,Apr,2567,100.3
เลย,Apr,2567,100.0
หนองคาย,Apr,2567,100.7
มหาสารคาม,Apr,2567,101.4
ร้อยเอ็ด,Apr,2567,100.1
กาฬสินธุ์,Apr,2567,100.9
สกลนคร,Apr,2567,104.2
นครพนม,Apr,2567,100.2
มุกดาหาร,Apr,2567,100.6
เชียงใหม่,Apr,2567,100.2
ลำพูน,Apr,2567,100.2
ลำปาง,Apr,2567,100.0
อุตรดิตถ์,Apr,2567,100.1
แพร่,Apr,2567,99.9
น่าน,Apr,2567,99.8
พะเยา,Apr,2567,100.7
เชียงราย,Apr,2567,100.6
แม่ฮ่องสอน,Apr,2567,99.6
นครสวรรค์,Apr,2567,100.3
อุทัยธานี,Apr,2567,100.9
กำแพงเพชร,Apr,2567,100.7
ตาก,Apr,2567,99.6
สุโขทัย,Apr,2567,100.1
พิษณุโลก,Apr,2567,100.9
พิจิตร,Apr,2567,99.7
เพชรบูรณ์,Apr,2567,100.5
ราชบุรี,Apr,2567,100.3
กาญจนบุรี,Apr,2567,100.8
สุพรรณบุรี,Apr,2567,100.8
นครปฐม,Apr,2567,100.7
สมุทรสาคร,Apr,2567,100.7
สมุทรสงคราม,Apr,2567,100.4
เพชรบุรี,Apr,2567,100.7
ประจวบคีรีขันธ์,Apr,2567,100.5
นครศรีธรรมราช,Apr,2567,99.9
กระบี่,Apr,2567,100.4
พังงา,Apr,2567,99.5
ภูเก็ต,Apr,2567,100.2
สุราษฎร์ธานี,Apr,2567,100.0
ระนอง,Apr,2567,99.8
ชุมพร,Apr,2567,100.5
สงขลา,Apr,2567,100.1
สตูล,Apr,2567,100.5
ตรัง,Apr,2567,100.5
พัทลุง,Apr,2567,99.3
ปัตตานี,Apr,2567,100.8
ยะลา,Apr,2567,100.1
นราธิวาส,Apr,2567,100.6
สมุทรปราการ,May,2567,100.5
นนทบุรี,May,2567,100.8
ปทุมธานี,May,2567,101.2
พระนครศรีอยุธยา,May,2567,101.6
อ่างทอง,May,2567,100.3
ลพบุรี,May,2567,101.3
สิงห์บุรี,May,2567,101.3
ชัยนาท,May,2567,101.0
สระบุรี,May,2567,101.1
ชลบุรี,May,2567,101.0
ระยอง,May,2567,101.2
จันทบุรี,May,2567,101.0
ตราด,May,2567,101.1
ฉะเชิงเทรา,May,2567,100.8
ปราจีนบุรี,May,2567,101.2
นครนายก,May,2567,100.4
สระแก้ว,May,2567,101.4
นครราชสีมา,May,2567,101.5
บุรีรัมย์,May,2567,100.7
สุรินทร์,May,2567,102.3
ศรีสะเกษ,May,2567,101.8
อุบลราชธานี,May,2567,100.9
ยโสธร,May,2567,102.1
ชัยภูมิ,May,2567,101.2
อำนาจเจริญ,May,2567,101.5
บึงกาฬ,May,2567,101.7
หนองบัวลำภู,May,2567,100.7
ขอนแก่น,May,2567,100.7
อุดรธานี,May,2567,100.6
เลย,May,2567,100.9
หนองคาย,May,2567,101.5
มหาสารคาม,May,2567,102.5
ร้อยเอ็ด,May,2567,100.8
กาฬสินธุ์,May,2567,102.3
สกลนคร,May,2567,105.4
นครพนม,May,2567,101.8
มุกดาหาร,May,2567,101.7
เชียงใหม่,May,2567,101.0
ลำพูน,May,2567,100.9
ลำปาง,May,2567,101.4
อุตรดิตถ์,May,2567,100.8
แพร่,May,2567,100.5
น่าน,May,2567,100.5
พะเยา,May,2567,102.1
เชียงราย,May,2567,101.9
แม่ฮ่องสอน,May,2567,100.3
นครสวรรค์,May,2567,101.7
อุทัยธานี,May,2567,101.3
กำแพงเพชร,May,2567,101.7
ตาก,May,2567,101.4
สุโขทัย,May,2567,101.0
พิษณุโลก,May,2567,101.6
พิจิตร,May,2567,101.8
เพชรบูรณ์,May,2567,102.1
ราชบุรี,May,2567,100.9
กาญจนบุรี,May,2567,101.6
สุพรรณบุรี,May,2567,101.8
นครปฐม,May,2567,101.2
สมุทรสาคร,May,2567,100.9
สมุทรสงคราม,May,2567,101.0
เพชรบุรี,May,2567,101.1
ประจวบคีรีขันธ์,May,2567,101.1
นครศรีธรรมราช,May,2567,100.3
กระบี่,May,2567,101.0
พังงา,May,2567,99.8
ภูเก็ต,May,2567,100.5
สุราษฎร์ธานี,May,2567,100.4
ระนอง,May,2567,100.3
ชุมพร,May,2567,101.8
สงขลา,May,2567,100.8
สตูล,May,2567,101.0
ตรัง,May,2567,100.8
พัทลุง,May,2567,99.6
ปัตตานี,May,2567,101.1
ยะลา,May,2567,100.7
นราธิวาส,May,2567,101.8
สมุทรปราการ,Jun,2567,100.5
นนทบุรี,Jun,2567,100.5
ปทุมธานี,Jun,2567,101.2
พระนครศรีอยุธยา,Jun,2567,101.0
อ่างทอง,Jun,2567,99.7
ลพบุรี,Jun,2567,100.7
สิงห์บุรี,Jun,2567,100.6
ชัยนาท,Jun,2567,100.7
สระบุรี,Jun,2567,100.6
ชลบุรี,Jun,2567,100.8
ระยอง,Jun,2567,101.3
จันทบุรี,Jun,2567,100.9
ตราด,Jun,2567,101.3
ฉะเชิงเทรา,Jun,2567,100.8
ปราจีนบุรี,Jun,2567,100.9
นครนายก,Jun,2567,100.5
สระแก้ว,Jun,2567,101.3
นครราชสีมา,Jun,2567,101.3
บุรีรัมย์,Jun,2567,99.7
สุรินทร์,Jun,2567,101.6
ศรีสะเกษ,Jun,2567,101.4
อุบลราชธานี,Jun,2567,100.7
ยโสธร,Jun,2567,101.9
ชัยภูมิ,Jun,2567,100.9
อำนาจเจริญ,Jun,2567,101.7
บึงกาฬ,Jun,2567,101.8
หนองบัวลำภู,Jun,2567,100.9
ขอนแก่น,Jun,2567,100.4
อุดรธานี,Jun,2567,100.6
เลย,Jun,2567,101.1
หนองคาย,Jun,2567,101.5
มหาสารคาม,Jun,2567,102.2
ร้อยเอ็ด,Jun,2567,100.8
กาฬสินธุ์,Jun,2567,102.0
สกลนคร,Jun,2567,105.5
นครพนม,Jun,2567,101.6
มุกดาหาร,Jun,2567,101.1
เชียงใหม่,Jun,2567,100.9
ลำพูน,Jun,2567,101.0
ลำปาง,Jun,2567,101.1
อุตรดิตถ์,Jun,2567,100.6
แพร่,Jun,2567,100.5
น่าน,Jun,2567,101.0
พะเยา,Jun,2567,102.4
เชียงราย,Jun,2567,101.9
แม่ฮ่องสอน,Jun,2567,100.4
นครสวรรค์,Jun,2567,100.7
อุทัยธานี,Jun,2567,100.8
กำแพงเพชร,Jun,2567,101.0
ตาก,Jun,2567,101.3
สุโขทัย,Jun,2567,100.2
พิษณุโลก,Jun,2567,101.8
พิจิตร,Jun,2567,100.9
เพชรบูรณ์,Jun,2567,101.1
ราชบุรี,Jun,2567,100.7
กาญจนบุรี,Jun,2567,101.1
สุพรรณบุรี,Jun,2567,101.0
นครปฐม,Jun,2567,101.0
สมุทรสาคร,Jun,2567,100.5
สมุทรสงคราม,Jun,2567,100.8
เพชรบุรี,Jun,2567,100.7
ประจวบคีรีขันธ์,Jun,2567,100.9
นครศรีธรรมราช,Jun,2567,99.9
กระบี่,Jun,2567,100.3
พังงา,Jun,2567,99.8
ภูเก็ต,Jun,2567,100.3
สุราษฎร์ธานี,Jun,2567,100.2
ระนอง,Jun,2567,100.0
ชุมพร,Jun,2567,101.4
สงขลา,Jun,2567,100.8
สตูล,Jun,2567,100.8
ตรัง,Jun,2567,100.3
พัทลุง,Jun,2567,99.1
ปัตตานี,Jun,2567,101.1
ยะลา,Jun,2567,100.6
นราธิวาส,Jun,2567,101.4
สมุทรปราการ,Jul,2567,100.6
นนทบุรี,Jul,2567,100.6
ปทุมธานี,Jul,2567,101.5
พระนครศรีอยุธยา,Jul,2567,101.0
อ่างทอง,Jul,2567,99.6
