จังหวัด,เดือน,ปี,Price_Index
ลพบุรี,Jul,2567,101.0
สิงห์บุรี,Jul,2567,100.9
ชัยนาท,Jul,2567,100.6
สระบุรี,Jul,2567,100.7
ชลบุรี,Jul,2567,101.6
ระยอง,Jul,2567,100.8
จันทบุรี,Jul,2567,101.0
ตราด,Jul,2567,101.2
ฉะเชิงเทรา,Jul,2567,100.9
ปราจีนบุรี,Jul,2567,100.9
นครนายก,Jul,2567,100.1
สระแก้ว,Jul,2567,101.3
นครราชสีมา,Jul,2567,102.0
บุรีรัมย์,Jul,2567,99.6
สุรินทร์,Jul,2567,101.7
ศรีสะเกษ,Jul,2567,101.0
อุบลราชธานี,Jul,2567,100.7
ยโสธร,Jul,2567,102.3
ชัยภูมิ,Jul,2567,101.0
อำนาจเจริญ,Jul,2567,101.7
บึงกาฬ,Jul,2567,102.4
หนองบัวลำภู,Jul,2567,100.9
ขอนแก่น,Jul,2567,100.4
อุดรธานี,Jul,2567,100.8
เลย,Jul,2567,100.9
หนองคาย,Jul,2567,101.4
มหาสารคาม,Jul,2567,101.9
ร้อยเอ็ด,Jul,2567,100.7
กาฬสินธุ์,Jul,2567,101.4
สกลนคร,Jul,2567,105.7
นครพนม,Jul,2567,102.8
มุกดาหาร,Jul,2567,101.3
เชียงใหม่,Jul,2567,101.0
ลำพูน,Jul,2567,101.1
ลำปาง,Jul,2567,100.8
อุตรดิตถ์,Jul,2567,100.7
แพร่,Jul,2567,100.6
น่าน,Jul,2567,101.1
พะเยา,Jul,2567,102.6
เชียงราย,Jul,2567,101.9
แม่ฮ่องสอน,Jul,2567,100.3
นครสวรรค์,Jul,2567,100.8
อุทัยธานี,Jul,2567,100.8
กำแพงเพชร,Jul,2567,101.1
ตาก,Jul,2567,100.8
สุโขทัย,Jul,2567,100.3
พิษณุโลก,Jul,2567,101.8
พิจิตร,Jul,2567,101.1
เพชรบูรณ์,Jul,2567,101.3
ราชบุรี,Jul,2567,100.8
กาญจนบุรี,Jul,2567,101.1
สุพรรณบุรี,Jul,2567,100.9
นครปฐม,Jul,2567,101.8
สมุทรสาคร,Jul,2567,100.7
สมุทรสงคราม,Jul,2567,100.7
เพชรบุรี,Jul,2567,100.8
ประจวบคีรีขันธ์,Jul,2567,101.0
นครศรีธรรมราช,Jul,2567,100.3
กระบี่,Jul,2567,100.9
พังงา,Jul,2567,100.2
ภูเก็ต,Jul,2567,100.5
สุราษฎร์ธานี,Jul,2567,100.2
ระนอง,Jul,2567,100.0
ชุมพร,Jul,2567,101.2
สงขลา,Jul,2567,100.8
สตูล,Jul,2567,100.9
ตรัง,Jul,2567,100.5
พัทลุง,Jul,2567,98.8
ปัตตานี,Jul,2567,101.1
ยะลา,Jul,2567,101.1
นราธิวาส,Jul,2567,101.9
สมุทรปราการ,Aug,2567,100.7
นนทบุรี,Aug,2567,100.5
ปทุมธานี,Aug,2567,101.7
พระนครศรีอยุธยา,Aug,2567,101.4
อ่างทอง,Aug,2567,99.6
ลพบุรี,Aug,2567,100.7
สิงห์บุรี,Aug,2567,100.7
ชัยนาท,Aug,2567,100.6
สระบุรี,Aug,2567,100.6
ชลบุรี,Aug,2567,101.9
ระยอง,Aug,2567,101.0
จันทบุรี,Aug,2567,101.2
ตราด,Aug,2567,101.2
ฉะเชิงเทรา,Aug,2567,100.9
ปราจีนบุรี,Aug,2567,101.0
นครนายก,Aug,2567,99.7
สระแก้ว,Aug,2567,101.1
นครราชสีมา,Aug,2567,101.7
บุรีรัมย์,Aug,2567,99.4
สุรินทร์,Aug,2567,101.5
ศรีสะเกษ,Aug,2567,101.3
อุบลราชธานี,Aug,2567,100.5
ยโสธร,Aug,2567,101.9
ชัยภูมิ,Aug,2567,101.0
อำนาจเจริญ,Aug,2567,101.9
บึงกาฬ,Aug,2567,102.0
หนองบัวลำภู,Aug,2567,100.9
ขอนแก่น,Aug,2567,100.7
อุดรธานี,Aug,2567,100.9
เลย,Aug,2567,100.8
หนองคาย,Aug,2567,101.7
มหาสารคาม,Aug,2567,101.8
ร้อยเอ็ด,Aug,2567,100.7
กาฬสินธุ์,Aug,2567,101.5
สกลนคร,Aug,2567,105.2
นครพนม,Aug,2567,102.7
มุกดาหาร,Aug,2567,100.8
เชียงใหม่,Aug,2567,101.0
ลำพูน,Aug,2567,101.6
ลำปาง,Aug,2567,101.0
อุตรดิตถ์,Aug,2567,100.7
แพร่,Aug,2567,100.6
น่าน,Aug,2567,101.2
พะเยา,Aug,2567,102.7
เชียงราย,Aug,2567,102.7
แม่ฮ่องสอน,Aug,2567,100.3
นครสวรรค์,Aug,2567,100.7
อุทัยธานี,Aug,2567,100.8
กำแพงเพชร,Aug,2567,101.2
ตาก,Aug,2567,101.0
สุโขทัย,Aug,2567,100.4
พิษณุโลก,Aug,2567,102.0
พิจิตร,Aug,2567,101.2
เพชรบูรณ์,Aug,2567,101.3
ราชบุรี,Aug,2567,101.5
กาญจนบุรี,Aug,2567,101.7
สุพรรณบุรี,Aug,2567,101.1
นครปฐม,Aug,2567,102.2
สมุทรสาคร,Aug,2567,100.8
สมุทรสงคราม,Aug,2567,101.1
เพชรบุรี,Aug,2567,100.8
ประจวบคีรีขันธ์,Aug,2567,101.1
นครศรีธรรมราช,Aug,2567,100.4
กระบี่,Aug,2567,100.7
พังงา,Aug,2567,100.1
ภูเก็ต,Aug,2567,100.5
สุราษฎร์ธานี,Aug,2567,100.2
ระนอง,Aug,2567,100.0
ชุมพร,Aug,2567,101.3
สงขลา,Aug,2567,100.8
สตูล,Aug,2567,101.0
ตรัง,Aug,2567,100.6
พัทลุง,Aug,2567,99.2
ปัตตานี,Aug,2567,100.9
ยะลา,Aug,2567,100.8
นราธิวาส,Aug,2567,101.8
สมุทรปราการ,Sep,2567,100.5
นนทบุรี,Sep,2567,100.3
ปทุมธานี,Sep,2567,101.5
พระนครศรีอยุธยา,Sep,2567,101.6
อ่างทอง,Sep,2567,99.5
ลพบุรี,Sep,2567,100.6
สิงห์บุรี,Sep,2567,100.5
ชัยนาท,Sep,2567,100.3
สระบุรี,Sep,2567,100.5
ชลบุรี,Sep,2567,101.7
ระยอง,Sep,2567,100.6
จันทบุรี,Sep,2567,101.0
ตราด,Sep,2567,101.1
ฉะเชิงเทรา,Sep,2567,100.7
ปราจีนบุรี,Sep,2567,100.7
นครนายก,Sep,2567,99.6
สระแก้ว,Sep,2567,101.3
นครราชสีมา,Sep,2567,101.5
บุรีรัมย์,Sep,2567,99.2
สุรินทร์,Sep,2567,101.6
ศรีสะเกษ,Sep,2567,101.6
อุบลราชธานี,Sep,2567,100.4
ยโสธร,Sep,2567,101.6
ชัยภูมิ,Sep,2567,100.7
อำนาจเจริญ,Sep,2567,102.0
บึงกาฬ,Sep,2567,102.1
หนองบัวลำภู,Sep,2567,100.8
ขอนแก่น,Sep,2567,100.6
อุดรธานี,Sep,2567,100.9
เลย,Sep,2567,100.7
หนองคาย,Sep,2567,101.8
มหาสารคาม,Sep,2567,101.9
ร้อยเอ็ด,Sep,2567,100.8
กาฬสินธุ์,Sep,2567,102.0
สกลนคร,Sep,2567,104.9
นครพนม,Sep,2567,102.9
มุกดาหาร,Sep,2567,100.9
เชียงใหม่,Sep,2567,101.1
ลำพูน,Sep,2567,102.0
ลำปาง,Sep,2567,100.7
อุตรดิตถ์,Sep,2567,100.5
แพร่,Sep,2567,100.5
น่าน,Sep,2567,101.5
พะเยา,Sep,2567,102.6
เชียงราย,Sep,2567,102.6
แม่ฮ่องสอน,Sep,2567,100.3
นครสวรรค์,Sep,2567,100.5
อุทัยธานี,Sep,2567,100.4
กำแพงเพชร,Sep,2567,100.8
ตาก,Sep,2567,100.4
สุโขทัย,Sep,2567,99.7
พิษณุโลก,Sep,2567,101.9
พิจิตร,Sep,2567,101.1
เพชรบูรณ์,Sep,2567,100.6
ราชบุรี,Sep,2567,101.5
กาญจนบุรี,Sep,2567,101.7
สุพรรณบุรี,Sep,2567,100.7
นครปฐม,Sep,2567,101.5
สมุทรสาคร,Sep,2567,100.7
สมุทรสงคราม,Sep,2567,100.2
เพชรบุรี,Sep,2567,100.5
ประจวบคีรีขันธ์,Sep,2567,101.1
นครศรีธรรมราช,Sep,2567,100.2
กระบี่,Sep,2567,101.0
พังงา,Sep,2567,100.0
ภูเก็ต,Sep,2567,100.2
สุราษฎร์ธานี,Sep,2567,100.0
ระนอง,Sep,2567,99.9
ชุมพร,Sep,2567,101.1
สงขลา,Sep,2567,100.4
สตูล,Sep,2567,101.1
ตรัง,Sep,2567,100.6
พัทลุง,Sep,2567,98.9
ปัตตานี,Sep,2567,101.0
ยะลา,Sep,2567,100.6
นราธิวาส,Sep,2567,101.6
สมุทรปราการ,Oct,2567,100.5
นนทบุรี,Oct,2567,100.0
ปทุมธานี,Oct,2567,101.5
พระนครศรีอยุธยา,Oct,2567,101.4
อ่างทอง,Oct,2567,99.7
ลพบุรี,Oct,2567,100.7
สิงห์บุรี,Oct,2567,100.5
ชัยนาท,Oct,2567,100.1
สระบุรี,Oct,2567,100.8
ชลบุรี,Oct,2567,101.4
ระยอง,Oct,2567,100.5
จันทบุรี,Oct,2567,100.8
ตราด,Oct,2567,100.8
ฉะเชิงเทรา,Oct,2567,100.7
ปราจีนบุรี,Oct,2567,100.7
นครนายก,Oct,2567,101.4
สระแก้ว,Oct,2567,101.3
นครราชสีมา,Oct,2567,101.2
บุรีรัมย์,Oct,2567,99.2
สุรินทร์,Oct,2567,101.5
ศรีสะเกษ,Oct,2567,101.0
อุบลราชธานี,Oct,2567,100.5
ยโสธร,Oct,2567,102.3
ชัยภูมิ,Oct,2567,100.9
อำนาจเจริญ,Oct,2567,102.5
บึงกาฬ,Oct,2567,101.9
หนองบัวลำภู,Oct,2567,100.9
ขอนแก่น,Oct,2567,100.6
อุดรธานี,Oct,2567,100.9
เลย,Oct,2567,100.7
หนองคาย,Oct,2567,101.5
มหาสารคาม,Oct,2567,101.7
ร้อยเอ็ด,Oct,2567,100.7
กาฬสินธุ์,Oct,2567,101.9
สกลนคร,Oct,2567,105.2
นครพนม,Oct,2567,102.8
มุกดาหาร,Oct,2567,100.9
เชียงใหม่,Oct,2567,101.3
ลำพูน,Oct,2567,102.0
ลำปาง,Oct,2567,101.1
อุตรดิตถ์,Oct,2567,100.7
แพร่,Oct,2567,100.2
น่าน,Oct,2567,101.7
พะเยา,Oct,2567,102.5
เชียงราย,Oct,2567,102.6
แม่ฮ่องสอน,Oct,2567,100.6
นครสวรรค์,Oct,2567,100.6
อุทัยธานี,Oct,2567,100.2
กำแพงเพชร,Oct,2567,100.8
ตาก,Oct,2567,101.3
สุโขทัย,Oct,2567,99.8
พิษณุโลก,Oct,2567,101.9
พิจิตร,Oct,2567,100.6
เพชรบูรณ์,Oct,2567,100.4
ราชบุรี,Oct,2567,101.4
กาญจนบุรี,Oct,2567,101.5
สุพรรณบุรี,Oct,2567,100.3
นครปฐม,Oct,2567,101.5
สมุทรสาคร,Oct,2567,100.8
สมุทรสงคราม,Oct,2567,100.1
เพชรบุรี,Oct,2567,100.5
ประจวบคีรีขันธ์,Oct,2567,100.8
นครศรีธรรมราช,Oct,2567,100.0
กระบี่,Oct,2567,101.3
พังงา,Oct,2567,100.0
ภูเก็ต,Oct,2567,100.3
สุราษฎร์ธานี,Oct,2567,100.1
ระนอง,Oct,2567,99.9
ชุมพร,Oct,2567,100.9
สงขลา,Oct,2567,100.3
สตูล,Oct,2567,101.1
ตรัง,Oct,2567,100.7
พัทลุง,Oct,2567,98.8
ปัตตานี,Oct,2567,105.0
ยะลา,Oct,2567,100.6
นราธิวาส,Oct,2567,101.0
สมุทรปราการ,Nov,2567,100.6
นนทบุรี,Nov,2567,99.9
ปทุมธานี,Nov,2567,101.4
พระนครศรีอยุธยา,Nov,2567,101.1
อ่างทอง,Nov,2567,100.1
ลพบุรี,Nov,2567,100.4
สิงห์บุรี,Nov,2567,100.4
ชัยนาท,Nov,2567,100.2
สระบุรี,Nov,2567,100.6
ชลบุรี,Nov,2567,101.1
ระยอง,Nov,2567,100.4
จันทบุรี,Nov,2567,100.6
ตราด,Nov,2567,100.7
ฉะเชิงเทรา,Nov,2567,100.5
ปราจีนบุรี,Nov,2567,100.5
นครนายก,Nov,2567,101.2
สระแก้ว,Nov,2567,101.0
นครราชสีมา,Nov,2567,101.0
บุรีรัมย์,Nov,2567,99.0
สุรินทร์,Nov,2567,101.0
ศรีสะเกษ,Nov,2567,100.7
อุบลราชธานี,Nov,2567,100.4
ยโสธร,Nov,2567,101.7
ชัยภูมิ,Nov,2567,100.7
อำนาจเจริญ,Nov,2567,102.1
บึงกาฬ,Nov,2567,101.7
หนองบัวลำภู,Nov,2567,100.9
ขอนแก่น,Nov,2567,100.7
อุดรธานี,Nov,2567,100.4
เลย,Nov,2567,100.5
หนองคาย,Nov,2567,101.1
มหาสารคาม,Nov,2567,101.5
ร้อยเอ็ด,Nov,2567,100.5
กาฬสินธุ์,Nov,2567,101.4
สกลนคร,Nov,2567,105.1
นครพนม,Nov,2567,102.7
มุกดาหาร,Nov,2567,100.9
เชียงใหม่,Nov,2567,101.0
ลำพูน,Nov,2567,101.3
ลำปาง,Nov,2567,100.7
อุตรดิตถ์,Nov,2567,100.6
แพร่,Nov,2567,100.0
น่าน,Nov,2567,101.3
พะเยา,Nov,2567,102.5
เชียงราย,Nov,2567,101.5
แม่ฮ่องสอน,Nov,2567,100.4
นครสวรรค์,Nov,2567,100.5
อุทัยธานี,Nov,2567,99.8
กำแพงเพชร,Nov,2567,100.6
ตาก,Nov,2567,100.8
สุโขทัย,Nov,2567,99.6
พิษณุโลก,Nov,2567,101.8
พิจิตร,Nov,2567,100.1
เพชรบูรณ์,Nov,2567,100.4
ราชบุรี,Nov,2567,101.1
กาญจนบุรี,Nov,2567,101.3
สุพรรณบุรี,Nov,2567,100.2
นครปฐม,Nov,2567,101.3
สมุทรสาคร,Nov,2567,100.6
สมุทรสงคราม,Nov,2567,100.0
เพชรบุรี,Nov,2567,100.6
ประจวบคีรีขันธ์,Nov,2567,100.6
นครศรีธรรมราช,Nov,2567,100.1
กระบี่,Nov,2567,101.3
พังงา,Nov,2567,99.8
ภูเก็ต,Nov,2567,100.3
สุราษฎร์ธานี,Nov,2567,100.2
ระนอง,Nov,2567,99.9
ชุมพร,Nov,2567,100.9
สงขลา,Nov,2567,100.6
สตูล,Nov,2567,101.9
ตรัง,Nov,2567,100.9
พัทลุง,Nov,2567,98.8
ปัตตานี,Nov,2567,105.3
ยะลา,Nov,2567,101.1
นราธิวาส,Nov,2567,101.0
สมุทรปราการ,Dec,2567,100.5
นนทบุรี,Dec,2567,99.9
ปทุมธานี,Dec,2567,101.3
พระนครศรีอยุธยา,Dec,2567,101.1
อ่างทอง,Dec,2567,100.8
ลพบุรี,Dec,2567,100.3
สิงห์บุรี,Dec,2567,100.4
ชัยนาท,Dec,2567,99.9
สระบุรี,Dec,2567,100.4
ชลบุรี,Dec,2567,101.3
ระยอง,Dec,2567,100.1
จันทบุรี,Dec,2567,100.6
ตราด,Dec,2567,100.8
ฉะเชิงเทรา,Dec,2567,100.3
ปราจีนบุรี,Dec,2567,100.2
นครนายก,Dec,2567,101.1
สระแก้ว,Dec,2567,100.6
นครราชสีมา,Dec,2567,101.0
บุรีรัมย์,Dec,2567,99.0
สุรินทร์,Dec,2567,100.6
ศรีสะเกษ,Dec,2567,99.8
อุบลราชธานี,Dec,2567,100.4
ยโสธร,Dec,2567,101.5
ชัยภูมิ,Dec,2567,100.2
อำนาจเจริญ,Dec,2567,101.9
บึงกาฬ,Dec,2567,101.3
หนองบัวลำภู,Dec,2567,100.8
ขอนแก่น,Dec,2567,100.2
อุดรธานี,Dec,2567,100.0
เลย,Dec,2567,100.3
หนองคาย,Dec,2567,100.6
มหาสารคาม,Dec,2567,101.0
ร้อยเอ็ด,Dec,2567,100.1
กาฬสินธุ์,Dec,2567,100.9
สกลนคร,Dec,2567,104.6
นครพนม,Dec,2567,102.3
มุกดาหาร,Dec,2567,100.6
เชียงใหม่,Dec,2567,100.7
ลำพูน,Dec,2567,100.7
ลำปาง,Dec,2567,100.6
อุตรดิตถ์,Dec,2567,100.4
แพร่,Dec,2567,99.5
น่าน,Dec,2567,100.5
พะเยา,Dec,2567,102.2
เชียงราย,Dec,2567,100.7
แม่ฮ่องสอน,Dec,2567,100.0
นครสวรรค์,Dec,2567,100.4
อุทัยธานี,Dec,2567,99.6
กำแพงเพชร,Dec,2567,100.2
ตาก,Dec,2567,100.4
สุโขทัย,Dec,2567,99.4
พิษณุโลก,Dec,2567,101.7
พิจิตร,Dec,2567,100.1
เพชรบูรณ์,Dec,2567,100.2
ราชบุรี,Dec,2567,101.2
กาญจนบุรี,Dec,2567,100.9
สุพรรณบุรี,Dec,2567,100.0
นครปฐม,Dec,2567,101.5
สมุทรสาคร,Dec,2567,100.7
สมุทรสงคราม,Dec,2567,99.8
เพชรบุรี,Dec,2567,100.4
ประจวบคีรีขันธ์,Dec,2567,100.5
นครศรีธรรมราช,Dec,2567,100.2
กระบี่,Dec,2567,101.6
พังงา,Dec,2567,99.9
ภูเก็ต,Dec,2567,100.3
สุราษฎร์ธานี,Dec,2567,100.2
ระนอง,Dec,2567,99.9
ชุมพร,Dec,2567,101.1
สงขลา,Dec,2567,100.8
สตูล,Dec,2567,101.7
ตรัง,Dec,2567,100.9
พัทลุง,Dec,2567,99.2
ปัตตานี,Dec,2567,105.6
ยะลา,Dec,2567,101.5
นราธิวาส,Dec,2567,101.3
สมุทรปราการ,Jan,2568,100.7
นนทบุรี,Jan,2568,100.1
ปทุมธานี,Jan,2568,101.4
พระนครศรีอยุธยา,Jan,2568,101.2
อ่างทอง,Jan,2568,101.6
ลพบุรี,Jan,2568,100.3
สิงห์บุรี,Jan,2568,100.5
ชัยนาท,Jan,2568,100.0
สระบุรี,Jan,2568,100.1
ชลบุรี,Jan,2568,101.3
ระยอง,Jan,2568,100.3
จันทบุรี,Jan,2568,100.8
ตราด,Jan,2568,100.7
ฉะเชิงเทรา,Jan,2568,100.4
ปราจีนบุรี,Jan,2568,100.2
นครนายก,Jan,2568,101.2
สระแก้ว,Jan,2568,100.4
นครราชสีมา,Jan,2568,101.1
บุรีรัมย์,Jan,2568,98.9
สุรินทร์,Jan,2568,100.6
ศรีสะเกษ,Jan,2568,99.8
อุบลราชธานี,Jan,2568,100.2
ยโสธร,Jan,2568,101.5
ชัยภูมิ,Jan,2568,100.4
อำนาจเจริญ,Jan,2568,102.0
บึงกาฬ,Jan,2568,101.3
หนองบัวลำภู,Jan,2568,100.9
ขอนแก่น,Jan,2568,100.3
อุดรธานี,Jan,2568,99.9
เลย,Jan,2568,100.1
หนองคาย,Jan,2568,100.6
มหาสารคาม,Jan,2568,101.1
ร้อยเอ็ด,Jan,2568,100.2
กาฬสินธุ์,Jan,2568,101.2
สกลนคร,Jan,2568,104.4
นครพนม,Jan,2568,102.4
มุกดาหาร,Jan,2568,100.6
เชียงใหม่,Jan,2568,100.8
ลำพูน,Jan,2568,101.0
ลำปาง,Jan,2568,100.9
อุตรดิตถ์,Jan,2568,100.4
แพร่,Jan,2568,99.5
น่าน,Jan,2568,100.5
พะเยา,Jan,2568,102.3
เชียงราย,Jan,2568,100.6
แม่ฮ่องสอน,Jan,2568,100.1
นครสวรรค์,Jan,2568,100.5
อุทัยธานี,Jan,2568,99.8
กำแพงเพชร,Jan,2568,100.7
ตาก,Jan,2568,100.8
สุโขทัย,Jan,2568,99.8
พิษณุโลก,Jan,2568,101.7
พิจิตร,Jan,2568,100.4
เพชรบูรณ์,Jan,2568,100.5
ราชบุรี,Jan,2568,101.2
กาญจนบุรี,Jan,2568,100.9
สุพรรณบุรี,Jan,2568,100.1
นครปฐม,Jan,2568,101.6
สมุทรสาคร,Jan,2568,101.0
สมุทรสงคราม,Jan,2568,99.7
เพชรบุรี,Jan,2568,100.5
ประจวบคีรีขันธ์,Jan,2568,100.7
นครศรีธรรมราช,Jan,2568,100.2
กระบี่,Jan,2568,102.1
พังงา,Jan,2568,99.9
ภูเก็ต,Jan,2568,100.4
สุราษฎร์ธานี,Jan,2568,100.2
ระนอง,Jan,2568,100.0
ชุมพร,Jan,2568,101.1
สงขลา,Jan,2568,100.6
สตูล,Jan,2568,101.7
ตรัง,Jan,2568,101.0
พัทลุง,Jan,2568,99.3
ปัตตานี,Jan,2568,105.5
ยะลา,Jan,2568,101.6
นราธิวาส,Jan,2568,101.5
สมุทรปราการ,Feb,2568,102.0
นนทบุรี,Feb,2568,100.1
ปทุมธานี,Feb,2568,101.3
พระนครศรีอยุธยา,Feb,2568,101.0
อ่างทอง,Feb,2568,101.8
ลพบุรี,Feb,2568,100.4
สิงห์บุรี,Feb,2568,100.5
ชัยนาท,Feb,2568,99.9
สระบุรี,Feb,2568,100.4
ชลบุรี,Feb,2568,101.3
ระยอง,Feb,2568,100.1
จันทบุรี,Feb,2568,100.7
ตราด,Feb,2568,100.8
ฉะเชิงเทรา,Feb,2568,100.6
ปราจีนบุรี,Feb,2568,100.2
นครนายก,Feb,2568,101.2
สระแก้ว,Feb,2568,100.3
นครราชสีมา,Feb,2568,101.2
บุรีรัมย์,Feb,2568,98.9
สุรินทร์,Feb,2568,100.3
ศรีสะเกษ,Feb,2568,99.8
อุบลราชธานี,Feb,2568,100.1
ยโสธร,Feb,2568,101.4
ชัยภูมิ,Feb,2568,100.4
อำนาจเจริญ,Feb,2568,101.9
บึงกาฬ,Feb,2568,101.1
หนองบัวลำภู,Feb,2568,100.8
ขอนแก่น,Feb,2568,100.0
อุดรธานี,Feb,2568,99.9
เลย,Feb,2568,99.9
หนองคาย,Feb,2568,100.6
มหาสารคาม,Feb,2568,101.2
ร้อยเอ็ด,Feb,2568,100.3
กาฬสินธุ์,Feb,2568,101.4
สกลนคร,Feb,2568,104.6
นครพนม,Feb,2568,102.5
มุกดาหาร,Feb,2568,100.6
เชียงใหม่,Feb,2568,100.8
ลำพูน,Feb,2568,100.9
ลำปาง,Feb,2568,100.7
อุตรดิตถ์,Feb,2568,100.2
แพร่,Feb,2568,99.3
น่าน,Feb,2568,100.8
พะเยา,Feb,2568,102.4
เชียงราย,Feb,2568,100.7
แม่ฮ่องสอน,Feb,2568,100.0
นครสวรรค์,Feb,2568,100.7
อุทัยธานี,Feb,2568,99.7
กำแพงเพชร,Feb,2568,100.8
ตาก,Feb,2568,100.6
สุโขทัย,Feb,2568,99.7
พิษณุโลก,Feb,2568,101.8
พิจิตร,Feb,2568,100.3
เพชรบูรณ์,Feb,2568,100.5
ราชบุรี,Feb,2568,101.3
กาญจนบุรี,Feb,2568,101.0
สุพรรณบุรี,Feb,2568,100.0
นครปฐม,Feb,2568,101.6
สมุทรสาคร,Feb,2568,100.5
สมุทรสงคราม,Feb,2568,99.8
เพชรบุรี,Feb,2568,100.2
ประจวบคีรีขันธ์,Feb,2568,100.5
นครศรีธรรมราช,Feb,2568,100.1
กระบี่,Feb,2568,101.7
พังงา,Feb,2568,100.0
ภูเก็ต,Feb,2568,100.3
สุราษฎร์ธานี,Feb,2568,100.2
ระนอง,Feb,2568,100.2
ชุมพร,Feb,2568,101.0
สงขลา,Feb,2568,100.3
สตูล,Feb,2568,101.7
ตรัง,Feb,2568,101.7
พัทลุง,Feb,2568,99.1
ปัตตานี,Feb,2568,105.3
ยะลา,Feb,2568,101.2
นราธิวาส,Feb,2568,101.3
สมุทรปราการ,Mar,2568,101.8
นนทบุรี,Mar,2568,99.7
ปทุมธานี,Mar,2568,101.1
พระนครศรีอยุธยา,Mar,2568,101.0
อ่างทอง,Mar,2568,101.9
ลพบุรี,Mar,2568,100.1
สิงห์บุรี,Mar,2568,100.4
ชัยนาท,Mar,2568,99.8
สระบุรี,Mar,2568,100.1
ชลบุรี,Mar,2568,101.2
ระยอง,Mar,2568,99.8
จันทบุรี,Mar,2568,100.5
ตราด,Mar,2568,100.7
ฉะเชิงเทรา,Mar,2568,100.4
ปราจีนบุรี,Mar,2568,100.0
นครนายก,Mar,2568,100.9
สระแก้ว,Mar,2568,100.0
นครราชสีมา,Mar,2568,101.0
บุรีรัมย์,Mar,2568,98.6
สุรินทร์,Mar,2568,100.3
ศรีสะเกษ,Mar,2568,99.5
อุบลราชธานี,Mar,2568,99.8
ยโสธร,Mar,2568,101.4
ชัยภูมิ,Mar,2568,100.1
อำนาจเจริญ,Mar,2568,101.7
บึงกาฬ,Mar,2568,100.9
หนองบัวลำภู,Mar,2568,100.8
ขอนแก่น,Mar,2568,100.1
อุดรธานี,Mar,2568,99.5
เลย,Mar,2568,99.5
หนองคาย,Mar,2568,100.4
มหาสารคาม,Mar,2568,101.3
ร้อยเอ็ด,Mar,2568,100.4
กาฬสินธุ์,Mar,2568,101.2
สกลนคร,Mar,2568,104.4
นครพนม,Mar,2568,101.8
มุกดาหาร,Mar,2568,100.6
เชียงใหม่,Mar,2568,100.2
ลำพูน,Mar,2568,100.9
ลำปาง,Mar,2568,100.3
อุตรดิตถ์,Mar,2568,100.2
แพร่,Mar,2568,99.0
น่าน,Mar,2568,100.1
พะเยา,Mar,2568,102.0
เชียงราย,Mar,2568,100.5
แม่ฮ่องสอน,Mar,2568,99.7
นครสวรรค์,Mar,2568,100.6
อุทัยธานี,Mar,2568,99.9
กำแพงเพชร,Mar,2568,100.9
ตาก,Mar,2568,100.4
สุโขทัย,Mar,2568,99.5
พิษณุโลก,Mar,2568,101.4
พิจิตร,Mar,2568,100.1
เพชรบูรณ์,Mar,2568,100.2
ราชบุรี,Mar,2568,100.9
กาญจนบุรี,Mar,2568,100.8
สุพรรณบุรี,Mar,2568,99.9
นครปฐม,Mar,2568,101.7
สมุทรสาคร,Mar,2568,100.4
สมุทรสงคราม,Mar,2568,100.0
เพชรบุรี,Mar,2568,100.2
ประจวบคีรีขันธ์,Mar,2568,100.4
นครศรีธรรมราช,Mar,2568,100.2
กระบี่,Mar,2568,101.7
พังงา,Mar,2568,99.7
ภูเก็ต,Mar,2568,100.1
สุราษฎร์ธานี,Mar,2568,100.0
ระนอง,Mar,2568,100.1
ชุมพร,Mar,2568,101.0
สงขลา,Mar,2568,100.0
สตูล,Mar,2568,101.2
ตรัง,Mar,2568,101.5
พัทลุง,Mar,2568,99.1
ปัตตานี,Mar,2568,105.1
ยะลา,Mar,2568,100.9
