จังหวัด,เดือน,ปี,Price_Index
นราธิวาส,Mar,2568,101.6
สมุทรปราการ,Apr,2568,101.5
นนทบุรี,Apr,2568,99.5
ปทุมธานี,Apr,2568,100.8
พระนครศรีอยุธยา,Apr,2568,100.8
อ่างทอง,Apr,2568,101.8
ลพบุรี,Apr,2568,99.8
สิงห์บุรี,Apr,2568,99.9
ชัยนาท,Apr,2568,99.5
สระบุรี,Apr,2568,99.7
ชลบุรี,Apr,2568,100.9
ระยอง,Apr,2568,99.5
จันทบุรี,Apr,2568,100.2
ตราด,Apr,2568,100.4
ฉะเชิงเทรา,Apr,2568,100.3
ปราจีนบุรี,Apr,2568,99.7
นครนายก,Apr,2568,100.5
สระแก้ว,Apr,2568,99.8
นครราชสีมา,Apr,2568,100.5
บุรีรัมย์,Apr,2568,98.4
สุรินทร์,Apr,2568,100.0
ศรีสะเกษ,Apr,2568,99.4
อุบลราชธานี,Apr,2568,99.7
ยโสธร,Apr,2568,101.1
ชัยภูมิ,Apr,2568,99.9
อำนาจเจริญ,Apr,2568,101.8
บึงกาฬ,Apr,2568,101.1
หนองบัวลำภู,Apr,2568,100.4
ขอนแก่น,Apr,2568,100.1
อุดรธานี,Apr,2568,99.4
เลย,Apr,2568,99.3
หนองคาย,Apr,2568,100.3
มหาสารคาม,Apr,2568,101.1
ร้อยเอ็ด,Apr,2568,100.3
กาฬสินธุ์,Apr,2568,101.1
สกลนคร,Apr,2568,104.5
นครพนม,Apr,2568,101.7
มุกดาหาร,Apr,2568,100.4
เชียงใหม่,Apr,2568,100.1
ลำพูน,Apr,2568,100.3
ลำปาง,Apr,2568,99.5
อุตรดิตถ์,Apr,2568,100.1
แพร่,Apr,2568,99.1
น่าน,Apr,2568,100.0
พะเยา,Apr,2568,101.8
เชียงราย,Apr,2568,100.7
แม่ฮ่องสอน,Apr,2568,99.6
นครสวรรค์,Apr,2568,100.4
อุทัยธานี,Apr,2568,100.2
กำแพงเพชร,Apr,2568,100.8
ตาก,Apr,2568,100.5
สุโขทัย,Apr,2568,99.6
พิษณุโลก,Apr,2568,101.3
พิจิตร,Apr,2568,100.3
เพชรบูรณ์,Apr,2568,100.0
ราชบุรี,Apr,2568,100.9
กาญจนบุรี,Apr,2568,100.6
สุพรรณบุรี,Apr,2568,99.6
นครปฐม,Apr,2568,101.2
สมุทรสาคร,Apr,2568,100.2
สมุทรสงคราม,Apr,2568,99.6
เพชรบุรี,Apr,2568,100.2
ประจวบคีรีขันธ์,Apr,2568,100.2
นครศรีธรรมราช,Apr,2568,100.2
กระบี่,Apr,2568,101.4
พังงา,Apr,2568,99.4
ภูเก็ต,Apr,2568,99.9
สุราษฎร์ธานี,Apr,2568,99.6
ระนอง,Apr,2568,100.0
ชุมพร,Apr,2568,100.6
สงขลา,Apr,2568,99.8
สตูล,Apr,2568,101.5
ตรัง,Apr,2568,101.1
พัทลุง,Apr,2568,99.5
ปัตตานี,Apr,2568,104.6
ยะลา,Apr,2568,100.5
นราธิวาส,Apr,2568,100.4
สมุทรปราการ,May,2568,101.9
นนทบุรี,May,2568,99.8
ปทุมธานี,May,2568,100.9
พระนครศรีอยุธยา,May,2568,100.9
อ่างทอง,May,2568,102.0
ลพบุรี,May,2568,99.9
สิงห์บุรี,May,2568,100.2
ชัยนาท,May,2568,99.7
สระบุรี,May,2568,100.2
ชลบุรี,May,2568,101.4
ระยอง,May,2568,99.7
จันทบุรี,May,2568,100.2
ตราด,May,2568,100.6
ฉะเชิงเทรา,May,2568,100.4
ปราจีนบุรี,May,2568,99.9
นครนายก,May,2568,100.9
สระแก้ว,May,2568,99.9
นครราชสีมา,May,2568,101.0
บุรีรัมย์,May,2568,98.9
สุรินทร์,May,2568,100.5
ศรีสะเกษ,May,2568,99.7
อุบลราชธานี,May,2568,100.7
ยโสธร,May,2568,101.3
ชัยภูมิ,May,2568,100.3
อำนาจเจริญ,May,2568,102.2
บึงกาฬ,May,2568,101.1
หนองบัวลำภู,May,2568,100.2
ขอนแก่น,May,2568,100.6
อุดรธานี,May,2568,99.5
เลย,May,2568,99.4
หนองคาย,May,2568,100.2
มหาสารคาม,May,2568,101.4
ร้อยเอ็ด,May,2568,100.5
กาฬสินธุ์,May,2568,101.1
สกลนคร,May,2568,104.9
นครพนม,May,2568,102.0
มุกดาหาร,May,2568,100.5
เชียงใหม่,May,2568,100.6
ลำพูน,May,2568,100.5
ลำปาง,May,2568,100.4
อุตรดิตถ์,May,2568,100.5
แพร่,May,2568,99.6
น่าน,May,2568,100.4
พะเยา,May,2568,102.2
เชียงราย,May,2568,101.6
แม่ฮ่องสอน,May,2568,99.8
นครสวรรค์,May,2568,100.8
อุทัยธานี,May,2568,100.4
กำแพงเพชร,May,2568,101.1
ตาก,May,2568,100.9
สุโขทัย,May,2568,99.6
พิษณุโลก,May,2568,101.5
พิจิตร,May,2568,100.5
เพชรบูรณ์,May,2568,100.5
ราชบุรี,May,2568,101.3
กาญจนบุรี,May,2568,100.4
สุพรรณบุรี,May,2568,99.8
นครปฐม,May,2568,101.4
สมุทรสาคร,May,2568,100.3
สมุทรสงคราม,May,2568,99.8
เพชรบุรี,May,2568,100.6
ประจวบคีรีขันธ์,May,2568,100.2
นครศรีธรรมราช,May,2568,101.3
กระบี่,May,2568,102.0
พังงา,May,2568,99.5
ภูเก็ต,May,2568,100.2
สุราษฎร์ธานี,May,2568,100.3
ระนอง,May,2568,100.1
ชุมพร,May,2568,100.6
สงขลา,May,2568,100.4
สตูล,May,2568,101.6
ตรัง,May,2568,101.0
พัทลุง,May,2568,99.5
ปัตตานี,May,2568,105.3
ยะลา,May,2568,100.4
นราธิวาส,May,2568,100.1
สมุทรปราการ,Jun,2568,102.5
นนทบุรี,Jun,2568,99.7
ปทุมธานี,Jun,2568,100.8
พระนครศรีอยุธยา,Jun,2568,100.8
อ่างทอง,Jun,2568,103.2
ลพบุรี,Jun,2568,99.8
สิงห์บุรี,Jun,2568,100.2
ชัยนาท,Jun,2568,99.8
สระบุรี,Jun,2568,100.2
ชลบุรี,Jun,2568,101.6
ระยอง,Jun,2568,100.3
จันทบุรี,Jun,2568,100.0
ตราด,Jun,2568,100.3
ฉะเชิงเทรา,Jun,2568,100.2
ปราจีนบุรี,Jun,2568,100.1
นครนายก,Jun,2568,101.1
สระแก้ว,Jun,2568,99.9
นครราชสีมา,Jun,2568,101.1
บุรีรัมย์,Jun,2568,98.8
สุรินทร์,Jun,2568,100.8
ศรีสะเกษ,Jun,2568,100.3
อุบลราชธานี,Jun,2568,100.8
ยโสธร,Jun,2568,101.8
ชัยภูมิ,Jun,2568,100.3
อำนาจเจริญ,Jun,2568,102.5
บึงกาฬ,Jun,2568,101.2
หนองบัวลำภู,Jun,2568,100.3
ขอนแก่น,Jun,2568,100.9
อุดรธานี,Jun,2568,99.4
เลย,Jun,2568,99.8
หนองคาย,Jun,2568,100.7
มหาสารคาม,Jun,2568,101.7
ร้อยเอ็ด,Jun,2568,100.6
กาฬสินธุ์,Jun,2568,101.4
สกลนคร,Jun,2568,105.3
นครพนม,Jun,2568,102.2
มุกดาหาร,Jun,2568,100.7
เชียงใหม่,Jun,2568,100.7
ลำพูน,Jun,2568,101.0
ลำปาง,Jun,2568,100.3
อุตรดิตถ์,Jun,2568,100.6
แพร่,Jun,2568,99.7
น่าน,Jun,2568,100.6
พะเยา,Jun,2568,102.4
เชียงราย,Jun,2568,101.7
แม่ฮ่องสอน,Jun,2568,99.6
นครสวรรค์,Jun,2568,100.4
อุทัยธานี,Jun,2568,100.1
กำแพงเพชร,Jun,2568,101.1
ตาก,Jun,2568,100.9
สุโขทัย,Jun,2568,99.7
พิษณุโลก,Jun,2568,101.4
พิจิตร,Jun,2568,100.5
เพชรบูรณ์,Jun,2568,100.7
ราชบุรี,Jun,2568,101.0
กาญจนบุรี,Jun,2568,100.2
สุพรรณบุรี,Jun,2568,99.5
นครปฐม,Jun,2568,100.9
สมุทรสาคร,Jun,2568,100.1
สมุทรสงคราม,Jun,2568,99.7
เพชรบุรี,Jun,2568,100.6
ประจวบคีรีขันธ์,Jun,2568,99.9
นครศรีธรรมราช,Jun,2568,100.4
กระบี่,Jun,2568,102.0
พังงา,Jun,2568,99.5
ภูเก็ต,Jun,2568,100.1
สุราษฎร์ธานี,Jun,2568,100.0
ระนอง,Jun,2568,100.5
ชุมพร,Jun,2568,100.5
สงขลา,Jun,2568,100.2
สตูล,Jun,2568,101.7
ตรัง,Jun,2568,100.8
พัทลุง,Jun,2568,99.5
ปัตตานี,Jun,2568,105.4
ยะลา,Jun,2568,100.5
นราธิวาส,Jun,2568,100.0
สมุทรปราการ,Jul,2568,101.6
นนทบุรี,Jul,2568,99.3
ปทุมธานี,Jul,2568,100.6
พระนครศรีอยุธยา,Jul,2568,100.4
อ่างทอง,Jul,2568,102.9
ลพบุรี,Jul,2568,99.5
สิงห์บุรี,Jul,2568,99.9
ชัยนาท,Jul,2568,99.7
สระบุรี,Jul,2568,100.2
ชลบุรี,Jul,2568,101.4
ระยอง,Jul,2568,100.0
จันทบุรี,Jul,2568,99.5
ตราด,Jul,2568,100.4
ฉะเชิงเทรา,Jul,2568,100.0
ปราจีนบุรี,Jul,2568,100.0
นครนายก,Jul,2568,101.1
สระแก้ว,Jul,2568,99.6
นครราชสีมา,Jul,2568,100.8
บุรีรัมย์,Jul,2568,98.4
สุรินทร์,Jul,2568,100.2
ศรีสะเกษ,Jul,2568,100.2
อุบลราชธานี,Jul,2568,100.6
ยโสธร,Jul,2568,101.6
ชัยภูมิ,Jul,2568,99.8
อำนาจเจริญ,Jul,2568,102.0
บึงกาฬ,Jul,2568,101.6
หนองบัวลำภู,Jul,2568,100.5
ขอนแก่น,Jul,2568,100.3
อุดรธานี,Jul,2568,99.5
เลย,Jul,2568,99.7
หนองคาย,Jul,2568,100.5
มหาสารคาม,Jul,2568,101.6
ร้อยเอ็ด,Jul,2568,100.4
กาฬสินธุ์,Jul,2568,100.9
สกลนคร,Jul,2568,105.6
นครพนม,Jul,2568,102.8
มุกดาหาร,Jul,2568,100.4
เชียงใหม่,Jul,2568,100.6
ลำพูน,Jul,2568,100.8
ลำปาง,Jul,2568,100.5
อุตรดิตถ์,Jul,2568,100.2
แพร่,Jul,2568,99.5
น่าน,Jul,2568,100.6
พะเยา,Jul,2568,102.4
เชียงราย,Jul,2568,101.6
แม่ฮ่องสอน,Jul,2568,99.6
นครสวรรค์,Jul,2568,100.1
อุทัยธานี,Jul,2568,100.0
กำแพงเพชร,Jul,2568,100.2
ตาก,Jul,2568,100.4
สุโขทัย,Jul,2568,99.4
พิษณุโลก,Jul,2568,101.2
พิจิตร,Jul,2568,100.4
เพชรบูรณ์,Jul,2568,100.0
ราชบุรี,Jul,2568,100.6
กาญจนบุรี,Jul,2568,99.8
สุพรรณบุรี,Jul,2568,99.2
นครปฐม,Jul,2568,100.4
สมุทรสาคร,Jul,2568,100.0
สมุทรสงคราม,Jul,2568,99.4
เพชรบุรี,Jul,2568,100.3
ประจวบคีรีขันธ์,Jul,2568,99.6
นครศรีธรรมราช,Jul,2568,100.1
กระบี่,Jul,2568,101.9
พังงา,Jul,2568,99.2
ภูเก็ต,Jul,2568,100.0
สุราษฎร์ธานี,Jul,2568,100.1
ระนอง,Jul,2568,100.4
ชุมพร,Jul,2568,100.2
สงขลา,Jul,2568,100.1
สตูล,Jul,2568,101.1
ตรัง,Jul,2568,100.5
พัทลุง,Jul,2568,99.0
ปัตตานี,Jul,2568,105.1
ยะลา,Jul,2568,100.4
นราธิวาส,Jul,2568,100.4
สมุทรปราการ,Aug,2568,101.8
นนทบุรี,Aug,2568,99.4
ปทุมธานี,Aug,2568,100.7
พระนครศรีอยุธยา,Aug,2568,100.6
อ่างทอง,Aug,2568,102.8
ลพบุรี,Aug,2568,99.4
สิงห์บุรี,Aug,2568,99.8
ชัยนาท,Aug,2568,99.8
สระบุรี,Aug,2568,99.9
ชลบุรี,Aug,2568,101.6
ระยอง,Aug,2568,100.1
จันทบุรี,Aug,2568,99.6
ตราด,Aug,2568,100.4
ฉะเชิงเทรา,Aug,2568,100.1
ปราจีนบุรี,Aug,2568,99.8
นครนายก,Aug,2568,101.0
สระแก้ว,Aug,2568,99.5
นครราชสีมา,Aug,2568,100.7
บุรีรัมย์,Aug,2568,98.4
สุรินทร์,Aug,2568,100.2
ศรีสะเกษ,Aug,2568,99.7
อุบลราชธานี,Aug,2568,100.5
ยโสธร,Aug,2568,101.3
ชัยภูมิ,Aug,2568,99.6
อำนาจเจริญ,Aug,2568,101.5
บึงกาฬ,Aug,2568,101.5
หนองบัวลำภู,Aug,2568,100.5
ขอนแก่น,Aug,2568,100.1
อุดรธานี,Aug,2568,99.4
เลย,Aug,2568,99.5
หนองคาย,Aug,2568,100.3
มหาสารคาม,Aug,2568,101.3
ร้อยเอ็ด,Aug,2568,100.5
กาฬสินธุ์,Aug,2568,100.8
สกลนคร,Aug,2568,104.9
นครพนม,Aug,2568,102.7
มุกดาหาร,Aug,2568,100.5
เชียงใหม่,Aug,2568,100.7
ลำพูน,Aug,2568,100.9
ลำปาง,Aug,2568,100.3
อุตรดิตถ์,Aug,2568,100.0
แพร่,Aug,2568,99.2
น่าน,Aug,2568,100.6
พะเยา,Aug,2568,102.6
เชียงราย,Aug,2568,101.8
แม่ฮ่องสอน,Aug,2568,99.4
นครสวรรค์,Aug,2568,100.2
อุทัยธานี,Aug,2568,99.9
กำแพงเพชร,Aug,2568,99.9
ตาก,Aug,2568,100.6
สุโขทัย,Aug,2568,99.3
พิษณุโลก,Aug,2568,101.3
พิจิตร,Aug,2568,100.2
เพชรบูรณ์,Aug,2568,100.2
ราชบุรี,Aug,2568,100.5
กาญจนบุรี,Aug,2568,99.8
สุพรรณบุรี,Aug,2568,99.1
นครปฐม,Aug,2568,100.2
สมุทรสาคร,Aug,2568,99.8
สมุทรสงคราม,Aug,2568,99.0
เพชรบุรี,Aug,2568,100.1
ประจวบคีรีขันธ์,Aug,2568,99.5
นครศรีธรรมราช,Aug,2568,100.2
กระบี่,Aug,2568,102.4
พังงา,Aug,2568,99.3
ภูเก็ต,Aug,2568,100.2
สุราษฎร์ธานี,Aug,2568,100.0
ระนอง,Aug,2568,100.5
ชุมพร,Aug,2568,100.1
สงขลา,Aug,2568,100.2
สตูล,Aug,2568,101.4
ตรัง,Aug,2568,100.6
พัทลุง,Aug,2568,99.2
ปัตตานี,Aug,2568,105.1
ยะลา,Aug,2568,100.3
นราธิวาส,Aug,2568,100.6
สมุทรปราการ,Sep,2568,101.6
นนทบุรี,Sep,2568,99.6
ปทุมธานี,Sep,2568,100.5
พระนครศรีอยุธยา,Sep,2568,100.7
อ่างทอง,Sep,2568,104.4
ลพบุรี,Sep,2568,99.2
สิงห์บุรี,Sep,2568,99.6
ชัยนาท,Sep,2568,99.4
สระบุรี,Sep,2568,100.1
ชลบุรี,Sep,2568,101.7
ระยอง,Sep,2568,100.1
จันทบุรี,Sep,2568,99.5
ตราด,Sep,2568,100.2
ฉะเชิงเทรา,Sep,2568,100.0
ปราจีนบุรี,Sep,2568,99.9
นครนายก,Sep,2568,100.8
สระแก้ว,Sep,2568,99.7
นครราชสีมา,Sep,2568,100.4
บุรีรัมย์,Sep,2568,98.3
สุรินทร์,Sep,2568,100.0
ศรีสะเกษ,Sep,2568,99.6
อุบลราชธานี,Sep,2568,100.5
ยโสธร,Sep,2568,101.1
ชัยภูมิ,Sep,2568,99.6
อำนาจเจริญ,Sep,2568,101.4
บึงกาฬ,Sep,2568,101.3
หนองบัวลำภู,Sep,2568,100.3
ขอนแก่น,Sep,2568,100.3
อุดรธานี,Sep,2568,99.3
เลย,Sep,2568,99.7
หนองคาย,Sep,2568,100.2
มหาสารคาม,Sep,2568,101.1
ร้อยเอ็ด,Sep,2568,100.5
กาฬสินธุ์,Sep,2568,100.8
สกลนคร,Sep,2568,104.6
นครพนม,Sep,2568,102.3
มุกดาหาร,Sep,2568,100.4
เชียงใหม่,Sep,2568,100.3
ลำพูน,Sep,2568,100.7
ลำปาง,Sep,2568,100.2
อุตรดิตถ์,Sep,2568,100.1
แพร่,Sep,2568,98.9
น่าน,Sep,2568,100.3
พะเยา,Sep,2568,102.0
เชียงราย,Sep,2568,101.5
แม่ฮ่องสอน,Sep,2568,99.1
นครสวรรค์,Sep,2568,100.0
อุทัยธานี,Sep,2568,100.0
กำแพงเพชร,Sep,2568,100.1
ตาก,Sep,2568,100.5
สุโขทัย,Sep,2568,99.1
พิษณุโลก,Sep,2568,101.3
พิจิตร,Sep,2568,100.2
เพชรบูรณ์,Sep,2568,99.7
ราชบุรี,Sep,2568,100.6
กาญจนบุรี,Sep,2568,99.9
สุพรรณบุรี,Sep,2568,99.1
นครปฐม,Sep,2568,100.0
สมุทรสาคร,Sep,2568,99.8
สมุทรสงคราม,Sep,2568,99.2
เพชรบุรี,Sep,2568,100.1
ประจวบคีรีขันธ์,Sep,2568,99.5
นครศรีธรรมราช,Sep,2568,100.1
กระบี่,Sep,2568,102.0
พังงา,Sep,2568,99.5
ภูเก็ต,Sep,2568,100.1
สุราษฎร์ธานี,Sep,2568,99.9
ระนอง,Sep,2568,100.4
ชุมพร,Sep,2568,100.2
สงขลา,Sep,2568,100.0
สตูล,Sep,2568,101.3
ตรัง,Sep,2568,100.8
พัทลุง,Sep,2568,99.2
ปัตตานี,Sep,2568,105.3
ยะลา,Sep,2568,100.5
นราธิวาส,Sep,2568,100.3
สมุทรปราการ,Oct,2568,101.5
นนทบุรี,Oct,2568,99.0
ปทุมธานี,Oct,2568,100.4
พระนครศรีอยุธยา,Oct,2568,100.4
อ่างทอง,Oct,2568,104.8
ลพบุรี,Oct,2568,99.0
สิงห์บุรี,Oct,2568,99.5
ชัยนาท,Oct,2568,99.3
สระบุรี,Oct,2568,100.0
ชลบุรี,Oct,2568,101.4
ระยอง,Oct,2568,100.1
จันทบุรี,Oct,2568,99.4
ตราด,Oct,2568,100.1
ฉะเชิงเทรา,Oct,2568,99.8
ปราจีนบุรี,Oct,2568,99.7
นครนายก,Oct,2568,100.9
สระแก้ว,Oct,2568,99.8
นครราชสีมา,Oct,2568,100.6
บุรีรัมย์,Oct,2568,98.4
สุรินทร์,Oct,2568,99.9
ศรีสะเกษ,Oct,2568,99.9
อุบลราชธานี,Oct,2568,100.4
ยโสธร,Oct,2568,101.2
ชัยภูมิ,Oct,2568,99.6
อำนาจเจริญ,Oct,2568,101.5
บึงกาฬ,Oct,2568,101.0
หนองบัวลำภู,Oct,2568,100.1
ขอนแก่น,Oct,2568,100.4
อุดรธานี,Oct,2568,99.0
เลย,Oct,2568,99.4
หนองคาย,Oct,2568,100.1
มหาสารคาม,Oct,2568,101.1
ร้อยเอ็ด,Oct,2568,100.2
กาฬสินธุ์,Oct,2568,100.7
สกลนคร,Oct,2568,104.3
นครพนม,Oct,2568,102.4
มุกดาหาร,Oct,2568,99.9
เชียงใหม่,Oct,2568,100.1
ลำพูน,Oct,2568,100.6
ลำปาง,Oct,2568,99.8
อุตรดิตถ์,Oct,2568,99.9
แพร่,Oct,2568,98.6
น่าน,Oct,2568,99.9
พะเยา,Oct,2568,102.0
เชียงราย,Oct,2568,100.6
แม่ฮ่องสอน,Oct,2568,99.1
นครสวรรค์,Oct,2568,100.1
อุทัยธานี,Oct,2568,99.9
กำแพงเพชร,Oct,2568,99.8
ตาก,Oct,2568,100.1
สุโขทัย,Oct,2568,99.0
พิษณุโลก,Oct,2568,101.1
พิจิตร,Oct,2568,100.4
เพชรบูรณ์,Oct,2568,99.8
ราชบุรี,Oct,2568,100.2
กาญจนบุรี,Oct,2568,99.8
สุพรรณบุรี,Oct,2568,99.1
นครปฐม,Oct,2568,100.0
สมุทรสาคร,Oct,2568,99.8
สมุทรสงคราม,Oct,2568,99.2
เพชรบุรี,Oct,2568,100.3
ประจวบคีรีขันธ์,Oct,2568,99.3
นครศรีธรรมราช,Oct,2568,99.7
กระบี่,Oct,2568,100.8
พังงา,Oct,2568,99.6
ภูเก็ต,Oct,2568,100.0
สุราษฎร์ธานี,Oct,2568,99.7
ระนอง,Oct,2568,99.9
ชุมพร,Oct,2568,99.9
สงขลา,Oct,2568,100.0
สตูล,Oct,2568,101.3
ตรัง,Oct,2568,100.8
พัทลุง,Oct,2568,98.7
ปัตตานี,Oct,2568,105.5
ยะลา,Oct,2568,100.6
นราธิวาส,Oct,2568,100.0
สมุทรปราการ,Nov,2568,101.6
นนทบุรี,Nov,2568,99.4
ปทุมธานี,Nov,2568,100.4
พระนครศรีอยุธยา,Nov,2568,100.7
อ่างทอง,Nov,2568,105.0
ลพบุรี,Nov,2568,99.1
สิงห์บุรี,Nov,2568,99.7
ชัยนาท,Nov,2568,99.3
สระบุรี,Nov,2568,99.9
ชลบุรี,Nov,2568,101.9
ระยอง,Nov,2568,100.3
จันทบุรี,Nov,2568,99.5
ตราด,Nov,2568,100.1
ฉะเชิงเทรา,Nov,2568,99.8
ปราจีนบุรี,Nov,2568,99.6
นครนายก,Nov,2568,101.1
สระแก้ว,Nov,2568,99.7
นครราชสีมา,Nov,2568,100.9
บุรีรัมย์,Nov,2568,98.5
สุรินทร์,Nov,2568,100.1
ศรีสะเกษ,Nov,2568,99.9
อุบลราชธานี,Nov,2568,100.4
ยโสธร,Nov,2568,101.1
ชัยภูมิ,Nov,2568,99.5
อำนาจเจริญ,Nov,2568,101.1
บึงกาฬ,Nov,2568,101.1
หนองบัวลำภู,Nov,2568,100.0
ขอนแก่น,Nov,2568,100.1
อุดรธานี,Nov,2568,99.1
เลย,Nov,2568,99.1
หนองคาย,Nov,2568,100.1
มหาสารคาม,Nov,2568,101.1
ร้อยเอ็ด,Nov,2568,100.6
กาฬสินธุ์,Nov,2568,100.5
สกลนคร,Nov,2568,104.0
นครพนม,Nov,2568,102.1
มุกดาหาร,Nov,2568,100.0
เชียงใหม่,Nov,2568,100.7
ลำพูน,Nov,2568,100.6
ลำปาง,Nov,2568,99.9
อุตรดิตถ์,Nov,2568,100.1
แพร่,Nov,2568,98.9
น่าน,Nov,2568,99.9
พะเยา,Nov,2568,102.2
เชียงราย,Nov,2568,101.0
แม่ฮ่องสอน,Nov,2568,99.4
นครสวรรค์,Nov,2568,100.4
อุทัยธานี,Nov,2568,100.0
กำแพงเพชร,Nov,2568,100.0
ตาก,Nov,2568,100.7
สุโขทัย,Nov,2568,98.6
พิษณุโลก,Nov,2568,101.4
พิจิตร,Nov,2568,100.5
เพชรบูรณ์,Nov,2568,99.9
ราชบุรี,Nov,2568,100.7
กาญจนบุรี,Nov,2568,100.0
สุพรรณบุรี,Nov,2568,99.1
นครปฐม,Nov,2568,99.9
สมุทรสาคร,Nov,2568,100.1
สมุทรสงคราม,Nov,2568,99.3
เพชรบุรี,Nov,2568,100.2
ประจวบคีรีขันธ์,Nov,2568,99.6
นครศรีธรรมราช,Nov,2568,99.6
กระบี่,Nov,2568,100.8
พังงา,Nov,2568,100.0
ภูเก็ต,Nov,2568,100.5
สุราษฎร์ธานี,Nov,2568,99.8
ระนอง,Nov,2568,100.2
ชุมพร,Nov,2568,100.0
สงขลา,Nov,2568,99.9
สตูล,Nov,2568,101.2
ตรัง,Nov,2568,101.2
พัทลุง,Nov,2568,99.0
ปัตตานี,Nov,2568,105.8
ยะลา,Nov,2568,100.6
นราธิวาส,Nov,2568,100.5
สมุทรปราการ,Dec,2568,101.6
นนทบุรี,Dec,2568,99.5
ปทุมธานี,Dec,2568,100.5
พระนครศรีอยุธยา,Dec,2568,100.6
อ่างทอง,Dec,2568,105.2
ลพบุรี,Dec,2568,99.1
สิงห์บุรี,Dec,2568,99.8
ชัยนาท,Dec,2568,99.5
สระบุรี,Dec,2568,100.0
ชลบุรี,Dec,2568,101.8
ระยอง,Dec,2568,100.6
จันทบุรี,Dec,2568,99.6
ตราด,Dec,2568,100.2
ฉะเชิงเทรา,Dec,2568,100.0
ปราจีนบุรี,Dec,2568,99.7
นครนายก,Dec,2568,101.0
สระแก้ว,Dec,2568,99.7
นครราชสีมา,Dec,2568,101.1
บุรีรัมย์,Dec,2568,98.1
สุรินทร์,Dec,2568,100.2
ศรีสะเกษ,Dec,2568,99.7
อุบลราชธานี,Dec,2568,100.4
ยโสธร,Dec,2568,101.1
ชัยภูมิ,Dec,2568,99.7
อำนาจเจริญ,Dec,2568,100.9
บึงกาฬ,Dec,2568,101.4
หนองบัวลำภู,Dec,2568,100.1
ขอนแก่น,Dec,2568,100.3
อุดรธานี,Dec,2568,98.7
เลย,Dec,2568,100.0
หนองคาย,Dec,2568,100.3
มหาสารคาม,Dec,2568,101.0
ร้อยเอ็ด,Dec,2568,100.3
กาฬสินธุ์,Dec,2568,101.0
สกลนคร,Dec,2568,104.3
นครพนม,Dec,2568,101.6
มุกดาหาร,Dec,2568,100.0
เชียงใหม่,Dec,2568,101.0
ลำพูน,Dec,2568,100.8
ลำปาง,Dec,2568,100.3
อุตรดิตถ์,Dec,2568,100.1
แพร่,Dec,2568,99.2
น่าน,Dec,2568,99.8
พะเยา,Dec,2568,102.1
เชียงราย,Dec,2568,101.7
แม่ฮ่องสอน,Dec,2568,100.3
นครสวรรค์,Dec,2568,100.4
อุทัยธานี,Dec,2568,100.0
กำแพงเพชร,Dec,2568,100.2
ตาก,Dec,2568,101.6
สุโขทัย,Dec,2568,98.8
พิษณุโลก,Dec,2568,101.4
พิจิตร,Dec,2568,100.3
เพชรบูรณ์,Dec,2568,100.8
ราชบุรี,Dec,2568,100.7
กาญจนบุรี,Dec,2568,100.1
สุพรรณบุรี,Dec,2568,99.4
นครปฐม,Dec,2568,100.5
สมุทรสาคร,Dec,2568,100.1
สมุทรสงคราม,Dec,2568,99.6
เพชรบุรี,Dec,2568,100.3
ประจวบคีรีขันธ์,Dec,2568,99.7
นครศรีธรรมราช,Dec,2568,99.9
กระบี่,Dec,2568,101.2
พังงา,Dec,2568,100.0
ภูเก็ต,Dec,2568,100.5
สุราษฎร์ธานี,Dec,2568,99.7
ระนอง,Dec,2568,100.2
ชุมพร,Dec,2568,100.2
สงขลา,Dec,2568,95.9
สตูล,Dec,2568,100.7
ตรัง,Dec,2568,101.5
พัทลุง,Dec,2568,99.6
ปัตตานี,Dec,2568,106.7
ยะลา,Dec,2568,101.0
นราธิวาส,Dec,2568,100.7
